no,query,category,lifestyle_category,sub_category,phase,intent,type,type_reason,language,is_new,phase_n,cluster
777,日本 新幹線 eSIM Zoom ビデオ会議 できるか,通信・eSIM,移動,esim_transport,during,feature,B,新幹線でのZoom会議,ja,Y,during,C7_シーン別
778,日本 地下鉄 eSIM 電波 入るか 全線,通信・eSIM,移動,esim_transport,during,coverage,B,地下鉄全線の電波状況,ja,Y,during,C7_シーン別
779,日本 地下鉄 eSIM 東京メトロ 都営 電波 違い,通信・eSIM,移動,esim_transport,during,coverage,A,東京メトロ vs 都営地下鉄の電波,ja,Y,during,C7_シーン別
780,日本 電車 eSIM ナビ 乗り換え アプリ 使える,通信・eSIM,移動,esim_transport,during,feature,B,乗り換えアプリのリアルタイム利用,ja,Y,during,C7_シーン別
781,日本 バス eSIM 電波 高速バス 長距離,通信・eSIM,移動,esim_transport,during,coverage,B,高速バスの電波状況,ja,Y,during,C7_シーン別
782,日本 バス eSIM 観光バス 電波 入るか,通信・eSIM,移動,esim_transport,during,coverage,A,観光バスの電波状況,ja,Y,during,C7_シーン別
783,日本 タクシー eSIM 配車アプリ GO Uber 使える,通信・eSIM,移動,esim_transport,during,feature,B,タクシー配車アプリのeSIM利用,ja,Y,during,C7_シーン別
784,日本 レンタカー eSIM カーナビ 代わり 使える,通信・eSIM,移動,esim_transport,during,feature,B,レンタカーでのeSIMナビ利用,ja,Y,during,C7_シーン別
785,日本 レンタカー eSIM Google マップ ナビ 使い方,通信・eSIM,移動,esim_transport,during,how_to,B,レンタカーでのGoogleマップナビ,ja,Y,during,C7_シーン別
786,日本 レンタカー eSIM テザリング カーナビ 接続,通信・eSIM,移動,esim_transport,during,how_to,A,レンタカーナビへのテザリング接続,ja,Y,during,C7_シーン別
787,日本 フェリー eSIM 電波 入るか 船内,通信・eSIM,移動,esim_transport,during,coverage,B,フェリー船内の電波状況,ja,Y,during,C7_シーン別
788,日本 離島 フェリー eSIM 電波 沖縄 石垣,通信・eSIM,移動,esim_transport,during,coverage,B,離島フェリーの電波状況,ja,Y,during,C7_シーン別
789,日本 ロープウェイ ゴンドラ eSIM 電波 入るか,通信・eSIM,移動,esim_transport,during,coverage,A,ロープウェイ内の電波,ja,Y,during,C7_シーン別
790,日本 移動中 eSIM 動画ダウンロード 事前 おすすめ,通信・eSIM,移動,esim_transport,pre,how_to,A,移動前の動画ダウンロード推奨,ja,Y,pre,C7_シーン別
791,日本 電車 eSIM 混雑時 速度落ちる 朝ラッシュ,通信・eSIM,移動,esim_transport,during,problem,B,朝ラッシュ時の電波速度低下,ja,Y,during,C7_シーン別
792,日本 新幹線 eSIM 車内Wi-Fi eSIM どっちが速い,通信・eSIM,移動,esim_transport,during,comparison,B,新幹線車内Wi-Fi vs eSIM比較,ja,Y,during,C7_シーン別
793,日本 電車 eSIM 充電 どうする モバイルバッテリー,通信・eSIM,移動,esim_transport,during,how_to,A,電車移動中の充電方法,ja,Y,during,C7_シーン別
794,日本 移動中 eSIM ChatGPT 使いながら 旅程 相談,通信・eSIM,移動,esim_transport,during,feature,B,移動中のChatGPT活用,ja,Y,during,C7_シーン別
795,日本 空港バス eSIM 電波 成田 羽田 リムジン,通信・eSIM,移動,esim_transport,during,coverage,B,空港リムジンバスの電波,ja,Y,during,C7_シーン別
796,日本 スカイライナー eSIM 電波 速度 成田,通信・eSIM,移動,esim_transport,during,coverage,B,スカイライナーの電波速度,ja,Y,during,C7_シーン別
797,日本 夜行バス eSIM 電波 深夜 使えるか,通信・eSIM,移動,esim_transport,during,coverage,A,夜行バス深夜の電波状況,ja,Y,during,C7_シーン別
798,日本 電車 eSIM 音楽 Spotify 途切れないか,通信・eSIM,移動,esim_transport,during,feature,B,電車内でのSpotify再生,ja,Y,during,C7_シーン別
799,日本 飛行機 機内 eSIM 使えるか,通信・eSIM,飛行機,esim_flight,during,feature,B,機内でのeSIM利用可否,ja,Y,during,C7_シーン別
800,日本 飛行機 機内モード eSIM 設定 方法,通信・eSIM,飛行機,esim_flight,during,how_to,B,機内モードとeSIMの設定方法,ja,Y,during,C7_シーン別
801,日本 飛行機 機内Wi-Fi eSIM どっちが安い,通信・eSIM,飛行機,esim_flight,during,comparison,B,機内Wi-Fi vs eSIM比較,ja,Y,during,C7_シーン別
802,日本 飛行機 機内 eSIM 電源オフ 必要か,通信・eSIM,飛行機,esim_flight,during,feature,A,機内でのeSIM電源オフ要否,ja,Y,during,C7_シーン別
803,日本 飛行機 着陸後 eSIM 自動接続 されるか,通信・eSIM,飛行機,esim_flight,during,feature,B,着陸後のeSIM自動接続,ja,Y,during,C7_シーン別
804,日本 飛行機 乗り継ぎ eSIM 使えるか 韓国 台湾,通信・eSIM,飛行機,esim_flight,during,feature,B,乗り継ぎ地でのeSIM利用,ja,Y,during,C7_シーン別
805,日本 飛行機 搭乗前 eSIM 設定 空港 手順,通信・eSIM,飛行機,esim_flight,pre,how_to,B,搭乗前のeSIM設定手順,ja,Y,pre,C7_シーン別
806,日本 飛行機 機内 eSIM データ 消費 される,通信・eSIM,飛行機,esim_flight,during,feature,A,機内モード中のデータ消費,ja,Y,during,C7_シーン別
807,日本 飛行機 eSIM QRコード 機内 読み込める,通信・eSIM,飛行機,esim_flight,during,how_to,A,機内でのQRコード読み込み,ja,Y,during,C7_シーン別
808,日本 飛行機 eSIM デュアルSIM 機内モード 設定,通信・eSIM,飛行機,esim_flight,during,how_to,B,デュアルSIM×機内モードの設定,ja,Y,during,C7_シーン別
809,日本 飛行機 eSIM 着陸 成田 羽田 すぐ使える,通信・eSIM,飛行機,esim_flight,during,feature,B,着陸直後のeSIM利用可否,ja,Y,during,C7_シーン別
810,日本 飛行機 eSIM 乗り継ぎ 空港 ラウンジ 使える,通信・eSIM,飛行機,esim_flight,during,feature,A,乗り継ぎラウンジでのeSIM利用,ja,Y,during,C7_シーン別
811,日本 飛行機 eSIM 出発前 アクティベーション 済ませる,通信・eSIM,飛行機,esim_flight,pre,timing,B,出発前のアクティベーション推奨,ja,Y,pre,C7_シーン別
812,日本 飛行機 eSIM フライト追跡 アプリ 使える,通信・eSIM,飛行機,esim_flight,during,feature,A,フライト追跡アプリのeSIM利用,ja,Y,during,C7_シーン別
813,日本 飛行機 eSIM 機内 Netflix ダウンロード 事前,通信・eSIM,飛行機,esim_flight,pre,how_to,A,機内用Netflix事前ダウンロード,ja,Y,pre,C7_シーン別
814,日本 飛行機 eSIM 搭乗口 電波 つながるか,通信・eSIM,飛行機,esim_flight,during,coverage,A,搭乗口エリアの電波状況,ja,Y,during,C7_シーン別
815,日本 飛行機 eSIM 保安検査後 電波 入るか,通信・eSIM,飛行機,esim_flight,during,coverage,A,保安検査後エリアの電波,ja,Y,during,C7_シーン別
816,日本 飛行機 eSIM 家族 連絡 着陸後 すぐ,通信・eSIM,飛行機,esim_flight,during,feature,B,着陸後すぐ家族に連絡,ja,Y,during,C7_シーン別
817,日本 飛行機 eSIM 入国審査 QRコード 表示 できるか,通信・eSIM,飛行機,esim_flight,during,feature,B,入国審査QRコードの表示,ja,Y,during,C7_シーン別
818,日本 飛行機 eSIM Visit Japan Web 空港 使える,通信・eSIM,飛行機,esim_flight,during,feature,B,Visit Japan WebとeSIMの連携,ja,Y,during,C7_シーン別
819,日本 温泉旅館 eSIM 電波 入るか,通信・eSIM,温泉・リゾート,esim_onsen,during,coverage,B,温泉旅館の電波状況,ja,Y,during,C7_シーン別
820,日本 温泉 eSIM 防水 スマホ 湯船 使える,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,A,温泉でのスマホ利用,ja,Y,during,C7_シーン別
821,日本 箱根 eSIM 電波 温泉 旅行,通信・eSIM,温泉・リゾート,esim_onsen,during,coverage,B,箱根温泉の電波状況,ja,Y,during,C7_シーン別
822,日本 草津温泉 eSIM 電波 山奥 入るか,通信・eSIM,温泉・リゾート,esim_onsen,during,coverage,B,草津温泉の電波状況,ja,Y,during,C7_シーン別
823,日本 別府 eSIM 電波 温泉 九州,通信・eSIM,温泉・リゾート,esim_onsen,during,coverage,B,別府温泉の電波状況,ja,Y,during,C7_シーン別
824,日本 温泉 eSIM Instagram 写真 投稿 できるか,通信・eSIM,温泉・リゾート,esim_onsen,during,feature,B,温泉写真のInstagram投稿,ja,Y,during,C7_シーン別
825,日本 リゾートホテル eSIM Wi-Fi eSIM どっちが速い,通信・eSIM,温泉・リゾート,esim_onsen,during,comparison,B,ホテルWi-Fi vs eSIM比較,ja,Y,during,C7_シーン別
826,日本 沖縄 eSIM 電波 リゾート 離島,通信・eSIM,温泉・リゾート,esim_onsen,during,coverage,B,沖縄離島リゾートの電波,ja,Y,during,C7_シーン別
827,日本 沖縄 eSIM おすすめ キャリア 離島 電波,通信・eSIM,温泉・リゾート,esim_onsen,pre,recommendation,B,沖縄離島向けeSIM推薦,ja,Y,pre,C7_シーン別
828,日本 レストラン eSIM 予約 食べログ ぐるなび 使える,通信・eSIM,グルメ,esim_food,during,feature,B,グルメ予約アプリのeSIM利用,ja,Y,during,C7_シーン別
829,日本 食事中 eSIM Instagram 料理 写真 投稿,通信・eSIM,グルメ,esim_food,during,feature,B,料理写真のInstagram投稿,ja,Y,during,C7_シーン別
830,日本 居酒屋 eSIM 電波 地下 入るか,通信・eSIM,グルメ,esim_food,during,coverage,A,地下居酒屋の電波状況,ja,Y,during,C7_シーン別
831,日本 グルメ eSIM Google マップ 口コミ 調べる,通信・eSIM,グルメ,esim_food,during,feature,B,Googleマップでのグルメ検索,ja,Y,during,C7_シーン別
832,日本 食事 eSIM 翻訳 メニュー 読める,通信・eSIM,グルメ,esim_food,during,feature,B,メニュー翻訳のためのeSIM,ja,Y,during,C7_シーン別
833,日本 食事 eSIM Google レンズ メニュー 翻訳,通信・eSIM,グルメ,esim_food,during,feature,B,Google Lensでのメニュー翻訳,ja,Y,during,C7_シーン別
834,日本 食事 eSIM ChatGPT メニュー 説明 聞ける,通信・eSIM,グルメ,esim_food,during,feature,B,ChatGPTへのメニュー質問,ja,Y,during,C7_シーン別
835,日本 食べ歩き eSIM TikTok 動画 投稿 リアルタイム,通信・eSIM,グルメ,esim_food,during,feature,B,食べ歩き動画のTikTok投稿,ja,Y,during,C7_シーン別
836,日本 ラーメン店 行列 eSIM 待ち時間 暇つぶし,通信・eSIM,グルメ,esim_food,during,feature,A,行列待ち中のネット利用,ja,Y,during,C7_シーン別
837,日本 食事 eSIM 支払い QRコード PayPay 使える,通信・eSIM,グルメ,esim_food,during,feature,B,QRコード決済のためのeSIM,ja,Y,during,C7_シーン別
838,日本 野球観戦 eSIM 電波 球場 入るか,通信・eSIM,スポーツ観戦,esim_sports,during,coverage,B,野球場の電波状況,ja,Y,during,C7_シーン別
839,日本 サッカー観戦 eSIM 電波 スタジアム,通信・eSIM,スポーツ観戦,esim_sports,during,coverage,B,サッカースタジアムの電波,ja,Y,during,C7_シーン別
840,日本 コンサート eSIM 電波 混雑 ドーム,通信・eSIM,スポーツ観戦,esim_sports,during,coverage,B,コンサートドームの電波混雑,ja,Y,during,C7_シーン別
841,日本 東京ドーム eSIM 電波 混雑 つながらない,通信・eSIM,スポーツ観戦,esim_sports,during,problem,B,東京ドームの電波問題,ja,Y,during,C7_シーン別
842,日本 観戦 eSIM ライブ配信 視聴 できるか,通信・eSIM,スポーツ観戦,esim_sports,during,feature,B,スタジアムでのライブ配信視聴,ja,Y,during,C7_シーン別
843,日本 テーマパーク eSIM 電波 ディズニー USJ,通信・eSIM,スポーツ観戦,esim_sports,during,coverage,B,テーマパークの電波状況,ja,Y,during,C7_シーン別
844,日本 ディズニーランド eSIM 電波 混雑 速度,通信・eSIM,スポーツ観戦,esim_sports,during,coverage,B,ディズニーランドの電波混雑,ja,Y,during,C7_シーン別
845,日本 USJ eSIM 電波 混雑 速度,通信・eSIM,スポーツ観戦,esim_sports,during,coverage,B,USJの電波混雑,ja,Y,during,C7_シーン別
846,日本 出張 eSIM ビジネス おすすめ プラン,通信・eSIM,ビジネス,esim_business,pre,recommendation,B,ビジネス出張向けeSIMプラン,ja,Y,pre,C7_シーン別
847,日本 ワーケーション eSIM データ 無制限 必要か,通信・eSIM,ビジネス,esim_business,pre,planning,B,ワーケーション向けデータ量,ja,Y,pre,C7_シーン別
848,日本 ビジネス eSIM Zoom Teams Slack 使える,通信・eSIM,ビジネス,esim_business,during,feature,B,ビジネスツールのeSIM利用,ja,Y,during,C7_シーン別
849,日本 出張 eSIM 経費 領収書 出るか,通信・eSIM,ビジネス,esim_business,pre,feature,A,eSIM購入の経費処理,ja,Y,pre,C7_シーン別
850,日本 コワーキングスペース eSIM Wi-Fi どっちがいい,通信・eSIM,ビジネス,esim_business,during,comparison,B,コワーキングスペースでの通信手段,ja,Y,during,C7_シーン別
851,日本 カフェ eSIM テザリング ノートPC 使える,通信・eSIM,ビジネス,esim_business,during,feature,B,カフェでのテザリング利用,ja,Y,during,C7_シーン別
852,日本 ビジネス eSIM VPN 使える 安全か,通信・eSIM,ビジネス,esim_business,during,feature,A,ビジネスVPNとeSIMの互換性,ja,Y,during,C7_シーン別
853,日本 長期出張 eSIM 1ヶ月 2ヶ月 おすすめ,通信・eSIM,ビジネス,esim_business,pre,recommendation,B,長期出張向けeSIMプラン,ja,Y,pre,C7_シーン別
854,日本 語学留学 eSIM 長期 おすすめ,通信・eSIM,留学,esim_study,pre,recommendation,B,語学留学向けeSIM推薦,ja,Y,pre,C7_シーン別
855,日本 留学 eSIM 現地SIM どっちがいい,通信・eSIM,留学,esim_study,pre,comparison,B,留学でのeSIM vs 現地SIM比較,ja,Y,pre,C7_シーン別
856,日本 留学 eSIM 学校 Wi-Fi eSIM 両方 必要か,通信・eSIM,留学,esim_study,pre,planning,B,留学中の通信手段計画,ja,Y,pre,C7_シーン別
857,日本 ワーホリ eSIM 長期 データ 安い,通信・eSIM,留学,esim_study,pre,price,B,ワーホリ向け安いeSIM,ja,Y,pre,C7_シーン別
858,日本 留学 eSIM 銀行口座 開設 SMS 受信 できるか,通信・eSIM,留学,esim_study,during,feature,B,留学中の銀行SMS認証,ja,Y,during,C7_シーン別
859,日本 留学 eSIM 住民票 登録 電話番号 必要か,通信・eSIM,留学,esim_study,during,feature,A,住民票登録と電話番号,ja,Y,during,C7_シーン別
860,日本 留学 eSIM 格安SIM 乗り換え タイミング,通信・eSIM,留学,esim_study,during,how_to,B,留学中の格安SIM乗り換え,ja,Y,during,C7_シーン別
861,日本 eSIM ChatGPT 使える 理由 IPアドレス,通信・eSIM,差別化,esim_yahmobi,pre,feature,B,yah.mobiのJP IP差別化ポイント,ja,Y,pre,P3_JPIP差別化
862,日本 eSIM 日本のIPアドレス 取得 できる,通信・eSIM,差別化,esim_yahmobi,pre,feature,B,日本IPアドレス取得クエリ,ja,Y,pre,P3_JPIP差別化
863,日本 eSIM 香港IPアドレス 問題 ChatGPT 使えない,通信・eSIM,差別化,esim_yahmobi,pre,problem,B,香港IP問題でChatGPT使えない,ja,Y,pre,P3_JPIP差別化
864,日本 eSIM ローカルブレイクアウト 意味 メリット,通信・eSIM,差別化,esim_yahmobi,pre,education,A,ローカルブレイクアウトの説明,ja,Y,pre,P3_JPIP差別化
865,日本 eSIM Instagram 使えない 原因 IPアドレス,通信・eSIM,差別化,esim_yahmobi,during,problem,B,Instagram使えない原因クエリ,ja,Y,during,P3_JPIP差別化
866,日本 eSIM TikTok 使えない 原因 解決方法,通信・eSIM,差別化,esim_yahmobi,during,problem,B,TikTok使えない原因と解決,ja,Y,during,P3_JPIP差別化
867,日本 eSIM 1日1ドル 安い プラン,通信・eSIM,差別化,esim_yahmobi,pre,price,B,yah.mobiの$1/dayプラン訴求,ja,Y,pre,P3_JPIP差別化
868,日本 eSIM 日割り 料金 おすすめ,通信・eSIM,差別化,esim_yahmobi,pre,price,B,日割り料金プランクエリ,ja,Y,pre,P3_JPIP差別化
869,日本 eSIM 使った日だけ 課金 プラン,通信・eSIM,差別化,esim_yahmobi,pre,price,B,使用日のみ課金プランクエリ,ja,Y,pre,P3_JPIP差別化
870,日本 eSIM Docomo 回線 外国人向け おすすめ,通信・eSIM,差別化,esim_yahmobi,pre,recommendation,B,Docomo回線の外国人向けeSIM,ja,Y,pre,P3_JPIP差別化
871,日本 eSIM 外国人 日本語 サポート なくても 使える,通信・eSIM,差別化,esim_yahmobi,pre,feature,B,日本語サポート不要のeSIM,ja,Y,pre,P3_JPIP差別化
872,日本 eSIM 設定 簡単 QRコード 読むだけ,通信・eSIM,差別化,esim_yahmobi,pre,feature,B,簡単設定のeSIM訴求,ja,Y,pre,P3_JPIP差別化
873,日本 桜 花見 eSIM 電波 公園 混雑,通信・eSIM,季節・イベント,esim_seasonal,during,coverage,B,花見シーズンの電波混雑,ja,Y,during,C7_シーン別
874,日本 花見 eSIM Instagram 写真 投稿 速度,通信・eSIM,季節・イベント,esim_seasonal,during,feature,B,花見写真のInstagram投稿,ja,Y,during,C7_シーン別
875,日本 紅葉 eSIM 電波 山 観光地,通信・eSIM,季節・イベント,esim_seasonal,during,coverage,B,紅葉スポットの電波状況,ja,Y,during,C7_シーン別
876,日本 大阪万博 eSIM 電波 会場 2025,通信・eSIM,季節・イベント,esim_seasonal,during,coverage,B,大阪万博会場の電波状況,ja,Y,during,C7_シーン別
877,日本 年末年始 eSIM 電波 混雑 初詣,通信・eSIM,季節・イベント,esim_seasonal,during,coverage,B,年末年始の電波混雑,ja,Y,during,C7_シーン別
878,日本 夏祭り eSIM 電波 花火 混雑,通信・eSIM,季節・イベント,esim_seasonal,during,coverage,B,夏祭り・花火大会の電波混雑,ja,Y,during,C7_シーン別
879,日本 ゴールデンウィーク eSIM 電波 混雑 対策,通信・eSIM,季節・イベント,esim_seasonal,during,problem,B,GW混雑時の電波対策,ja,Y,during,C7_シーン別
880,日本 クリスマス イルミネーション eSIM 電波 混雑,通信・eSIM,季節・イベント,esim_seasonal,during,coverage,B,イルミネーション会場の電波,ja,Y,during,C7_シーン別
881,日本 eSIM 子供 スマホ 使わせる 設定 方法,通信・eSIM,特殊シナリオ,esim_special_ja,pre,how_to,B,子供のスマホへのeSIM設定,ja,Y,pre,C7_シーン別
882,日本 eSIM 高齢者 親 設定 代わりにやる 方法,通信・eSIM,特殊シナリオ,esim_special_ja,pre,how_to,B,高齢者向けeSIM設定サポート,ja,Y,pre,C7_シーン別
883,日本 eSIM 複数台 タブレット iPad 設定 できるか,通信・eSIM,特殊シナリオ,esim_special_ja,pre,feature,B,タブレットへのeSIM設定,ja,Y,pre,C7_シーン別
884,日本 eSIM スマートウォッチ Apple Watch 使える,通信・eSIM,特殊シナリオ,esim_special_ja,pre,feature,A,Apple WatchへのeSIM設定,ja,Y,pre,C7_シーン別
885,日本 eSIM 2枚 同時 使える デュアルSIM 活用,通信・eSIM,特殊シナリオ,esim_special_ja,pre,feature,B,デュアルeSIMの活用方法,ja,Y,pre,C7_シーン別
886,日本 eSIM 紛失 盗難 スマホ データ 止める 方法,通信・eSIM,特殊シナリオ,esim_special_ja,during,problem,B,端末紛失時のeSIM停止方法,ja,Y,during,C7_シーン別
887,日本 eSIM 機種変更 新しいスマホ 引き継ぎ 方法,通信・eSIM,特殊シナリオ,esim_special_ja,during,how_to,B,機種変更時のeSIM引き継ぎ,ja,Y,during,C7_シーン別
888,日本 eSIM 容量 足りない 追加 すぐできるか,通信・eSIM,特殊シナリオ,esim_special_ja,during,problem,B,データ不足時の即時追加購入,ja,Y,during,C7_シーン別
889,日本 eSIM 2回目 旅行 同じ 使えるか 再利用,通信・eSIM,特殊シナリオ,esim_special_ja,pre,feature,B,2回目旅行でのeSIM再利用,ja,Y,pre,C7_シーン別
890,日本 eSIM 家族 4人 それぞれ 必要か シェアできるか,通信・eSIM,特殊シナリオ,esim_special_ja,pre,planning,B,家族4人のeSIM計画,ja,Y,pre,C7_シーン別
891,日本 ショッピング eSIM 予算 管理 アプリ リアルタイム,通信・eSIM,ショッピング,esim_shopping,during,feature,A,予算管理アプリのリアルタイム利用,ja,Y,during,C7_シーン別
892,日本 ショッピング eSIM 海外送金 PayPal Wise 使える,通信・eSIM,ショッピング,esim_shopping,during,feature,A,海外送金サービスのeSIM利用,ja,Y,during,C7_シーン別
893,日本 ショッピング eSIM 値段 比較 サイト 使える,通信・eSIM,ショッピング,esim_shopping,during,feature,B,価格比較サイトのリアルタイム利用,ja,Y,during,C7_シーン別
894,日本 ショッピング eSIM 購入品 重量 超過 調べる,通信・eSIM,ショッピング,esim_shopping,during,feature,A,荷物重量超過の確認,ja,Y,during,C7_シーン別
895,日本 ショッピング eSIM 為替レート 確認 リアルタイム,通信・eSIM,ショッピング,esim_shopping,during,feature,B,リアルタイム為替レート確認,ja,Y,during,C7_シーン別
896,日本 ショッピング eSIM 購入品 関税 調べる,通信・eSIM,ショッピング,esim_shopping,during,feature,A,関税情報のリアルタイム確認,ja,Y,during,C7_シーン別
897,日本 ショッピング eSIM 店舗 営業時間 調べる,通信・eSIM,ショッピング,esim_shopping,during,feature,B,店舗営業時間の確認,ja,Y,during,C7_シーン別
898,日本 ショッピング eSIM 混雑状況 リアルタイム 確認,通信・eSIM,ショッピング,esim_shopping,during,feature,A,混雑状況のリアルタイム確認,ja,Y,during,C7_シーン別
899,日本 ショッピング eSIM 購入品 写真 家族 送る,通信・eSIM,ショッピング,esim_shopping,during,feature,B,購入品写真の家族共有,ja,Y,during,C7_シーン別
900,日本 ショッピング eSIM 宅配便 ヤマト 佐川 追跡,通信・eSIM,ショッピング,esim_shopping,during,feature,A,宅配便追跡のためのeSIM,ja,Y,during,C7_シーン別
901,日本 コスメ eSIM 成分 調べる 翻訳 アプリ,通信・eSIM,ショッピング,esim_shopping,during,feature,B,コスメ成分翻訳のためのeSIM,ja,Y,during,C7_シーン別
902,日本 ショッピング eSIM レシート 写真 保存 経費,通信・eSIM,ショッピング,esim_shopping,during,feature,A,レシート写真の経費管理,ja,Y,during,C7_シーン別
903,日本 ショッピング eSIM 友人 グループ 位置情報 共有,通信・eSIM,ショッピング,esim_shopping,during,feature,B,グループショッピング中の位置共有,ja,Y,during,C7_シーン別
904,日本 ショッピング eSIM 閉店前 急いで 調べる,通信・eSIM,ショッピング,esim_shopping,during,feature,A,閉店時間の緊急確認,ja,Y,during,C7_シーン別
905,日本 ショッピング eSIM 試着 写真 SNS 投稿,通信・eSIM,ショッピング,esim_shopping,during,feature,B,試着写真のSNS投稿,ja,Y,during,C7_シーン別
906,日本 観光 eSIM 音楽 聴きながら 歩く Spotify,通信・eSIM,街中散歩,esim_walking,during,feature,B,散歩中のSpotify利用,ja,Y,during,C7_シーン別
907,日本 観光 eSIM Podcast 聴きながら 散歩,通信・eSIM,街中散歩,esim_walking,during,feature,A,散歩中のPodcast利用,ja,Y,during,C7_シーン別
908,日本 観光 eSIM YouTube 動画 見ながら 移動,通信・eSIM,街中散歩,esim_walking,during,feature,B,移動中のYouTube視聴,ja,Y,during,C7_シーン別
909,日本 観光 eSIM 道に迷った 助けて ChatGPT,通信・eSIM,街中散歩,esim_walking,during,feature,B,道に迷った時のChatGPT活用,ja,Y,during,C7_シーン別
910,日本 観光 eSIM 緊急 警察 救急 連絡 方法,通信・eSIM,街中散歩,esim_walking,during,feature,B,緊急連絡のためのeSIM,ja,Y,during,C7_シーン別
911,日本 観光 eSIM 財布 なくした 助けて,通信・eSIM,街中散歩,esim_walking,during,problem,B,財布紛失時のeSIM活用,ja,Y,during,C7_シーン別
912,日本 観光 eSIM 雨 急に 天気 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,B,急な天気変化の確認,ja,Y,during,C7_シーン別
913,日本 観光 eSIM 台風 情報 リアルタイム 確認,通信・eSIM,街中散歩,esim_walking,during,feature,B,台風情報のリアルタイム確認,ja,Y,during,C7_シーン別
914,日本 観光 eSIM 地震 速報 受け取れるか,通信・eSIM,街中散歩,esim_walking,during,feature,B,地震速報の受信,ja,Y,during,C7_シーン別
915,日本 観光 eSIM 津波 避難 情報 確認,通信・eSIM,街中散歩,esim_walking,during,feature,B,津波・避難情報の確認,ja,Y,during,C7_シーン別
916,日本 観光 eSIM 夜 安全 エリア 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,A,夜間の安全エリア確認,ja,Y,during,C7_シーン別
917,日本 観光 eSIM 病院 近く 探す 方法,通信・eSIM,街中散歩,esim_walking,during,feature,B,近くの病院検索,ja,Y,during,C7_シーン別
918,日本 観光 eSIM 薬局 近く 探す 方法,通信・eSIM,街中散歩,esim_walking,during,feature,B,近くの薬局検索,ja,Y,during,C7_シーン別
919,日本 観光 eSIM コンビニ ATM 近く 探す,通信・eSIM,街中散歩,esim_walking,during,feature,B,近くのATM検索,ja,Y,during,C7_シーン別
920,日本 観光 eSIM トイレ 近く 探す アプリ,通信・eSIM,街中散歩,esim_walking,during,feature,B,近くのトイレ検索,ja,Y,during,C7_シーン別
921,日本 観光 eSIM 写真 撮影 スポット 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,B,フォトスポットの検索,ja,Y,during,C7_シーン別
922,日本 観光 eSIM 混雑 回避 ルート 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,A,混雑回避ルートの検索,ja,Y,during,C7_シーン別
923,日本 観光 eSIM 日没 時間 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,A,日没時間の確認,ja,Y,during,C7_シーン別
924,日本 観光 eSIM 開館 閉館 時間 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,B,施設の開閉館時間確認,ja,Y,during,C7_シーン別
925,日本 観光 eSIM 入場料 割引 クーポン 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,B,入場料割引クーポンの検索,ja,Y,during,C7_シーン別
926,日本 登山 eSIM 山岳保険 加入 スマホ できるか,通信・eSIM,登山,esim_hiking,pre,feature,A,山岳保険のオンライン加入,ja,Y,pre,C7_シーン別
927,日本 登山 eSIM 登山届 オンライン 提出 方法,通信・eSIM,登山,esim_hiking,pre,how_to,B,登山届のオンライン提出,ja,Y,pre,C7_シーン別
928,日本 登山 eSIM 日の出 時間 確認 山頂,通信・eSIM,登山,esim_hiking,during,feature,A,山頂での日の出時間確認,ja,Y,during,C7_シーン別
929,日本 登山 eSIM 高山病 症状 調べる,通信・eSIM,登山,esim_hiking,during,feature,A,高山病症状の確認,ja,Y,during,C7_シーン別
930,日本 登山 eSIM 山小屋 予約 オンライン,通信・eSIM,登山,esim_hiking,pre,feature,B,山小屋のオンライン予約,ja,Y,pre,C7_シーン別
931,日本 登山 eSIM 登山道 通行止め 情報 確認,通信・eSIM,登山,esim_hiking,during,feature,B,登山道通行止め情報,ja,Y,during,C7_シーン別
932,日本 登山 eSIM 熊鈴 代わり アプリ ある,通信・eSIM,登山,esim_hiking,during,feature,A,熊鈴アプリの利用,ja,Y,during,C7_シーン別
933,日本 登山 eSIM 水場 場所 調べる,通信・eSIM,登山,esim_hiking,during,feature,A,登山中の水場情報,ja,Y,during,C7_シーン別
934,日本 登山 eSIM 下山後 温泉 調べる,通信・eSIM,登山,esim_hiking,during,feature,B,下山後の温泉検索,ja,Y,during,C7_シーン別
935,日本 登山 eSIM 交通手段 バス 時刻表 確認,通信・eSIM,登山,esim_hiking,during,feature,B,登山口バスの時刻表確認,ja,Y,during,C7_シーン別
936,日本 登山 eSIM 星空 天気 予報 確認,通信・eSIM,登山,esim_hiking,during,feature,A,星空・天気予報の確認,ja,Y,during,C7_シーン別
937,日本 登山 eSIM 日本語 わからない 外国人 助けて,通信・eSIM,登山,esim_hiking,during,problem,B,外国人登山者の緊急翻訳,ja,Y,during,C7_シーン別
938,日本 登山 eSIM 富士山 弾丸登山 禁止 情報,通信・eSIM,登山,esim_hiking,pre,feature,B,富士山弾丸登山禁止情報,ja,Y,pre,C7_シーン別
